full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Alexandr Belousov,23,895104000,1998/05/14,UEFA Nations League,2020/2021,Midfielder,Moldova,5,0,5,Moldova,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,4
Alexandr Osipov,21,964915200,2000/07/30,UEFA Nations League,2020/2021,Forward,Moldova,0,0,0,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alexandre Martinez,23,907977600,1998/10/10,UEFA Nations League,2020/2021,Forward,Andorra,410,180,230,Andorra,6,3,3,0,0,0,0,0,0,0,0,2,1,1,6,2,4,0,0,0,0,0,0,0,0,1.32,68,68,0,0,0,346,343,-1,16
Alexandros Gogic,27,766195200,1994/04/13,UEFA Nations League,2020/2021,Defender,Cyprus,55,0,55,Cyprus,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,-1,-1,-1,10
Alexandros Paschalakis,32,617587200,1989/07/28,UEFA Nations League,2020/2021,Goalkeeper,Greece,0,0,0,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alexandru Boiciuc,24,872121600,1997/08/21,UEFA Nations League,2020/2021,Forward,Moldova,7,7,0,Moldova,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,10
Alexandru Cicâldău,24,868320000,1997/07/08,UEFA Nations League,2020/2021,Midfielder,Romania,177,102,75,Romania,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2.54,35,59,0,0,0,-1,-1,-1,28
Alexandru Crețu,29,704073600,1992/04/24,UEFA Nations League,2020/2021,Midfielder,Romania,199,34,165,Romania,3,1,2,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,3.17,28,66,0,0,0,-1,-1,-1,26
Alexandru Epureanu,35,528163200,1986/09/27,UEFA Nations League,2020/2021,Defender,Moldova,150,62,88,Moldova,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6,150,38,0,0,0,-1,-1,-1,19
Alexandru Ionuț Mitriță,26,792201600,1995/02/08,UEFA Nations League,2020/2021,Midfielder,Romania,103,77,26,Romania,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.75,52,52,0,0,0,-1,-1,-1,15
Alexandru Maxim,31,647395200,1990/07/08,UEFA Nations League,2020/2021,Midfielder,Romania,283,152,131,Romania,5,2,3,1,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0.32,0,0.32,0,0.69,283,0.95,94,57,0,0,0,53,389,-1,2
Alexandru Suvorov,34,539222400,1987/02/02,UEFA Nations League,2020/2021,Midfielder,Moldova,21,0,21,Moldova,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,-1,-1,13
Alexei Koşelev,28,753667200,1993/11/19,UEFA Nations League,2020/2021,Goalkeeper,Moldova,180,90,90,Moldova,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,2
Alexis Saelemaekers,22,930441600,1999/06/27,UEFA Nations League,2020/2021,Midfielder,Belgium,59,0,59,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.53,59,59,0,0,0,-1,-1,-1,16
Alfie John Mccalmont,21,953942400,2000/03/25,UEFA Nations League,2020/2021,Midfielder,Northern Ireland,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alfons Sampsted,23,891820800,1998/04/06,UEFA Nations League,2020/2021,Defender,Iceland,0,0,0,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alfreð Finnbogason,32,602294400,1989/02/01,UEFA Nations League,2020/2021,Forward,Iceland,28,12,16,Iceland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,7
Ali Ghorbani,31,653616000,1990/09/18,UEFA Nations League,2020/2021,Forward,Azerbaijan,69,9,60,Iran,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.3,69,35,0,0,0,-1,-1,-1,9
Alin Toșca,29,700531200,1992/03/14,UEFA Nations League,2020/2021,Defender,Romania,344,180,164,Romania,4,2,2,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,1.83,49,86,0,0,0,396,392,181,32
Alistair McCann,22,944265600,1999/12/04,UEFA Nations League,2020/2021,Midfielder,Northern Ireland,173,90,83,Scotland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.04,87,87,0,0,0,-1,-1,-1,6
Almedin Ziljkić,25,825206400,1996/02/25,UEFA Nations League,2020/2021,Midfielder,Bosnia-Herzegovina,1,0,1,Serbia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,15
Altay Bayındır,23,892512000,1998/04/14,UEFA Nations League,2020/2021,Goalkeeper,Turkey,0,0,0,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aluísio Chaves Ribeiro Moraes Júnior,34,544492800,1987/04/04,UEFA Nations League,2020/2021,Forward,Ukraine,105,90,15,Brazil,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.86,105,53,0,0,0,-1,-1,-1,20
Alvaro Morata,29,719798400,1992/10/23,UEFA Nations League,2020/2021,Forward,Spain,107,73,34,Spain,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.84,0,0.84,1.23,0,107,0,0,54,0,0,0,-1,-1,-1,8
Alvis Jaunzems,22,929491200,1999/06/16,UEFA Nations League,2020/2021,Midfielder,Latvia,174,16,158,Latvia,5,3,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1.03,87,35,0,0,0,-1,-1,-1,15
Amar Rahmanović,27,768787200,1994/05/13,UEFA Nations League,2020/2021,Midfielder,Bosnia-Herzegovina,23,11,12,Bosnia and Herzegovina,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,14
Amedej Vetrih,31,653443200,1990/09/16,UEFA Nations League,2020/2021,Midfielder,Slovenia,232,202,30,Slovenia,6,3,3,0,0,0,0,0,0,0,0,5,2,3,1,1,0,1,0,0,0,0,0,0,0,0.39,232,39,232,0,0.39,-1,-1,-1,21
Amer Gojak,24,855792000,1997/02/13,UEFA Nations League,2020/2021,Midfielder,Bosnia-Herzegovina,409,226,183,Bosnia and Herzegovina,6,3,3,0,0,0,0,0,0,0,0,1,1,0,7,3,4,0,0,0,0,0,0,0,0,1.54,58,68,0,0,0,472,467,-1,20
Amin Seydiyev,23,911088000,1998/11/15,UEFA Nations League,2020/2021,Midfielder,Azerbaijan,156,66,90,Azerbaijan,3,2,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,52,78,0,1.15,-1,-1,-1,17
Amir Abrashi,31,638496000,1990/03/27,UEFA Nations League,2020/2021,Midfielder,Albania,446,180,266,Albania,5,2,3,0,0,0,0,0,0,0,0,3,0,3,2,2,0,2,0,0,0,0,0,0,0,0.4,223,89,223,0,0.4,284,137,-1,25
Amir Hadžiahmetović,24,857779200,1997/03/08,UEFA Nations League,2020/2021,Midfielder,Bosnia-Herzegovina,290,126,164,Bosnia and Herzegovina,4,2,2,0,0,0,0,0,0,0,0,1,1,0,6,2,4,1,0,0,0,0,0,0,0,1.86,48,73,290,0,0.31,473,468,-1,26
Amir Rrahmani,27,762048000,1994/02/24,UEFA Nations League,2020/2021,Defender,Kosovo,290,110,180,Kosovo,4,2,2,0,0,0,0,0,0,0,0,1,1,0,4,2,2,1,0,0,0,0,0,0,0,1.24,73,73,290,0,0.31,302,297,145,25
Anastasios Bakasetas,28,741225600,1993/06/28,UEFA Nations League,2020/2021,Forward,Greece,523,253,270,Greece,6,3,3,2,1,1,2,1,1,1,1,5,3,2,1,0,1,1,0,0.69,0.34,0.34,0.36,0.33,262,0.17,523,87,523,262,0.17,48,25,-1,1
Anastasios Chatzigiovannis,24,865036800,1997/05/31,UEFA Nations League,2020/2021,Midfielder,Greece,12,0,12,Greece,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,29
Anatoliy Ayvazov,25,834192000,1996/06/08,UEFA Nations League,2020/2021,Goalkeeper,Armenia,0,0,0,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anders Christiansen,31,644803200,1990/06/08,UEFA Nations League,2020/2021,Midfielder,Denmark,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anders Kristiansen,31,637632000,1990/03/17,UEFA Nations League,2020/2021,Goalkeeper,Norway,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andranik Voskanyan,31,639792000,1990/04/11,UEFA Nations League,2020/2021,Defender,Armenia,0,0,0,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
András Schafer,22,923961600,1999/04/13,UEFA Nations League,2020/2021,Midfielder,Hungary,69,12,57,Hungary,4,1,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,18
Andraž Šporar,27,762307200,1994/02/27,UEFA Nations League,2020/2021,Forward,Slovenia,210,197,13,Slovenia,4,3,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,-1,-1,-1,18
André Calisir,31,645235200,1990/06/13,UEFA Nations League,2020/2021,Defender,Armenia,406,136,270,Sweden,5,2,3,0,0,0,0,0,0,0,0,1,1,0,6,2,4,0,0,0,0,0,0,0,0,1.33,68,81,0,0,0,204,154,153,24
André Filipe Tavares Gomes,28,743990400,1993/07/30,UEFA Nations League,2020/2021,Midfielder,Portugal,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
André Hansen,31,629856000,1989/12/17,UEFA Nations League,2020/2021,Goalkeeper,Norway,90,90,0,Norway,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,6
André Silva,26,815616000,1995/11/06,UEFA Nations League,2020/2021,Forward,Portugal,17,17,0,Portugal,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.29,0,5.29,5.29,0,17,0,0,9,0,0,0,-1,-1,-1,5
Andre Tjay De Barr,21,952905600,2000/03/13,UEFA Nations League,2020/2021,Midfielder,Gibraltar,251,90,161,Gibraltar,3,1,2,1,0,1,0,0,0,0,0,2,0,2,1,1,0,1,0,0.36,0,0.36,0,0.56,251,0.36,251,84,251,0,0.36,-1,-1,-1,2
Andrea Belotti,27,756345600,1993/12/20,UEFA Nations League,2020/2021,Forward,Italy,317,152,165,Italy,4,2,2,1,0,1,0,0,0,0,0,3,1,2,1,1,0,3,0,0.28,0,0.28,0,0.55,317,0.28,317,79,106,0,0.85,64,463,-1,4
Andrea Grandoni,24,859075200,1997/03/23,UEFA Nations League,2020/2021,Defender,San Marino,90,90,0,San Marino,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,21
Andreas Avraam,34,549936000,1987/06/06,UEFA Nations League,2020/2021,Midfielder,Cyprus,5,5,0,Cyprus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,17
Andreas Bouchalakis,28,733968000,1993/04/05,UEFA Nations League,2020/2021,Midfielder,Greece,125,35,90,Greece,3,2,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42,125,0,0.72,-1,-1,-1,16
Andreas Christensen,25,829094400,1996/04/10,UEFA Nations League,2020/2021,Defender,Denmark,496,270,226,Denmark,6,3,3,0,0,0,0,0,0,0,0,3,1,2,7,3,4,1,0,0,0,0,0,0,0,1.27,71,83,496,0,0.18,241,242,149,24
Andreas Cornelius,28,732240000,1993/03/16,UEFA Nations League,2020/2021,Forward,Denmark,7,7,0,Denmark,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,14
Andreas Hanche-Olsen,24,853459200,1997/01/17,UEFA Nations League,2020/2021,Defender,Norway,90,0,90,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,21
Andreas Lava Olsen,34,560736000,1987/10/09,UEFA Nations League,2020/2021,Forward,Faroe Islands,134,102,32,Faroe Islands,4,3,1,1,1,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0.67,0,0.67,0.88,0,134,1.34,67,34,134,0,0.67,-1,-1,-1,2
Andreas Makris,26,817430400,1995/11/27,UEFA Nations League,2020/2021,Forward,Cyprus,5,0,5,Cyprus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,28
Andreas Malin,27,759974400,1994/01/31,UEFA Nations League,2020/2021,Defender,Liechtenstein,360,180,180,Liechtenstein,4,2,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,164,181,37,18
Andreas Skov Olsen,21,946425600,1999/12/29,UEFA Nations League,2020/2021,Midfielder,Denmark,24,0,24,Denmark,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,-1,-1,-1,10
Andreas Ulmer,36,499478400,1985/10/30,UEFA Nations League,2020/2021,Defender,Austria,348,258,90,Austria,4,3,1,0,0,0,1,0,1,0,0,0,0,0,6,5,1,0,0,0.26,0.26,0,0,0,0,1.55,58,87,0,348,0,405,46,169,17
Andreas Vella,23,908323200,1998/10/14,UEFA Nations League,2020/2021,Goalkeeper,Malta,0,0,0,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andreas Vindheim,26,807494400,1995/08/04,UEFA Nations League,2020/2021,Defender,Norway,4,0,4,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,39
Andrei Agius,35,524188800,1986/08/12,UEFA Nations League,2020/2021,Defender,Malta,449,179,270,Malta,6,3,3,1,0,1,0,0,0,0,0,2,0,2,4,2,2,1,0,0.2,0,0.2,0,0.33,449,0.8,112,75,449,0,0.2,116,376,85,6
Andrei Andonie Burcă,28,734832000,1993/04/15,UEFA Nations League,2020/2021,Defender,Romania,270,90,180,Romania,3,1,2,0,0,0,0,0,0,0,0,0,0,0,7,1,6,2,0,0,0,0,0,0,0,2.33,39,90,135,0,0.67,-1,-1,-1,20
Andrei Cojocari,34,538185600,1987/01/21,UEFA Nations League,2020/2021,Midfielder,Moldova,0,0,0,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andrej Kramarić,30,677289600,1991/06/19,UEFA Nations League,2020/2021,Forward,Croatia,190,26,164,Croatia,4,2,2,1,1,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0.47,0,0.47,3.46,0,190,3.32,27,48,0,0,0,-1,-1,-1,6
Andrejs Cigaņiks,24,860803200,1997/04/12,UEFA Nations League,2020/2021,Midfielder,Latvia,497,235,262,Latvia,6,3,3,0,0,0,0,0,0,0,0,2,1,1,3,1,2,1,0,0,0,0,0,0,0,0.54,166,83,497,0,0.18,354,350,-1,22
Andrew Considine,34,544233600,1987/04/01,UEFA Nations League,2020/2021,Defender,Scotland,248,180,68,Scotland,3,2,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.36,248,83,0,0,0,-1,-1,-1,10
Andrew Robertson,27,763344000,1994/03/11,UEFA Nations League,2020/2021,Defender,Scotland,360,180,180,Scotland,4,2,2,0,0,0,0,0,0,0,0,1,1,0,3,1,2,3,0,0,0,0,0,0,0,0.75,120,90,120,0,0.75,283,279,70,17
Andrey Khachaturyan,34,557539200,1987/09/02,UEFA Nations League,2020/2021,Midfielder,Belarus,102,87,15,Belarus,4,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.88,102,26,0,0,0,-1,-1,-1,19
Andrey Mostovoy,24,878688000,1997/11/05,UEFA Nations League,2020/2021,Midfielder,Russia,99,55,44,Russia,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.91,99,33,0,0,0,-1,-1,-1,9
Andrey Semenov,32,606700800,1989/03/24,UEFA Nations League,2020/2021,Defender,Russia,371,257,114,Russia,5,3,2,0,0,0,1,0,1,0,0,1,1,0,3,1,2,2,1,0.24,0.24,0,0,0,0,0.73,124,74,124,371,0.73,384,68,66,22
Andri Fannar Baldursson,19,1010620800,2002/01/10,UEFA Nations League,2020/2021,Midfielder,Iceland,54,0,54,Iceland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,18,54,0,0,0,-1,-1,-1,14
Andriy Lunin,22,918691200,1999/02/11,UEFA Nations League,2020/2021,Goalkeeper,Ukraine,0,0,0,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andriy Pyatov,37,457228800,1984/06/28,UEFA Nations League,2020/2021,Goalkeeper,Ukraine,270,90,180,Ukraine,3,1,2,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,2.67,34,90,0,0,0,-1,-1,-1,6
Andriy Yarmolenko,32,625104000,1989/10/23,UEFA Nations League,2020/2021,Forward,Ukraine,328,249,79,Ukraine,4,3,1,1,1,0,1,1,0,0,0,1,1,0,6,3,3,0,0,0.55,0.27,0.27,0.36,0,328,1.65,55,82,0,328,0,71,38,-1,3
Andronikos Kakoulis,20,988848000,2001/05/03,UEFA Nations League,2020/2021,Forward,Cyprus,65,0,65,Cyprus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5.54,16,65,0,0,0,-1,-1,-1,9
Anel Ahmedhodzic,22,922406400,1999/03/26,UEFA Nations League,2020/2021,Defender,Bosnia-Herzegovina,14,0,14,Sweden,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,7,0,12.86,-1,-1,-1,12
Anel Raskaj,32,619488000,1989/08/19,UEFA Nations League,2020/2021,Midfielder,Kosovo,178,32,146,Kosovo,3,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.51,178,59,0,0,0,-1,-1,-1,12
Anel Šabanadžović,22,927504000,1999/05/24,UEFA Nations League,2020/2021,Midfielder,Bosnia-Herzegovina,0,0,0,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anssi Jaakkola,34,542592000,1987/03/13,UEFA Nations League,2020/2021,Goalkeeper,Finland,0,0,0,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anssumane Fati,19,1036022400,2002/10/31,UEFA Nations League,2020/2021,Forward,Spain,249,147,102,Guinea-Bissau,4,2,2,1,1,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0.36,0,0.36,0.61,0,249,0.36,249,62,0,0,0,-1,-1,-1,4
Ante Budimir,30,680140800,1991/07/22,UEFA Nations League,2020/2021,Forward,Croatia,92,29,63,Croatia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2.93,31,46,0,0,0,-1,-1,-1,18
Ante Rebić,28,748569600,1993/09/21,UEFA Nations League,2020/2021,Forward,Croatia,136,0,136,Croatia,2,0,2,0,0,0,1,0,1,0,0,0,0,0,5,0,5,0,0,0.66,0.66,0,0,0,0,3.31,27,68,0,136,0,-1,-1,-1,22
Anthony Hernandez,26,791769600,1995/02/03,UEFA Nations League,2020/2021,Forward,Gibraltar,90,90,0,Gibraltar,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,15
Anthony Lopes,31,654739200,1990/10/01,UEFA Nations League,2020/2021,Goalkeeper,Portugal,180,90,90,Portugal,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,16
Anthony Martial,26,818121600,1995/12/05,UEFA Nations League,2020/2021,Forward,France,260,106,154,France,5,2,3,0,0,0,1,1,0,0,0,3,1,2,2,2,0,0,0,0.35,0.35,0,0,0,0,0.69,130,52,0,260,0,-1,-1,-1,25
Anthony Moris,31,641347200,1990/04/29,UEFA Nations League,2020/2021,Goalkeeper,Luxembourg,450,180,270,Luxembourg,5,2,3,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,0,0,0,0.8,113,90,0,0,0,218,238,91,10
Antoine Griezmann,30,669513600,1991/03/21,UEFA Nations League,2020/2021,Forward,France,701,258,443,France,8,3,5,2,1,1,1,1,0,0,1,3,1,2,8,4,4,0,0,0.39,0.13,0.26,0.35,0.2,351,1.03,88,88,0,701,0,76,115,-1,4
Anton Chichkan,26,805334400,1995/07/10,UEFA Nations League,2020/2021,Goalkeeper,Belarus,0,0,0,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anton Krivotsyuk,23,903571200,1998/08/20,UEFA Nations League,2020/2021,Defender,Azerbaijan,450,180,270,Azerbaijan,5,2,3,0,0,0,0,0,0,0,0,3,1,2,4,2,2,2,0,0,0,0,0,0,0,0.8,113,90,225,0,0.4,223,241,92,25
Anton Miranchuk,26,813888000,1995/10/17,UEFA Nations League,2020/2021,Midfielder,Russia,281,148,133,Russia,6,3,3,2,1,1,0,0,0,0,0,1,1,0,7,2,5,0,0,0.64,0,0.64,0.61,0.68,141,2.24,40,47,0,0,0,18,456,-1,2
Anton Nedyalkov,28,736128000,1993/04/30,UEFA Nations League,2020/2021,Defender,Bulgaria,330,180,150,Bulgaria,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.55,165,83,0,0,0,308,305,41,30
Anton Shunin,34,538704000,1987/01/27,UEFA Nations League,2020/2021,Goalkeeper,Russia,360,270,90,Russia,4,3,1,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,311,383,124,8
Anton Zabolotnyi,30,676771200,1991/06/13,UEFA Nations League,2020/2021,Forward,Russia,142,0,142,Russia,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1,0,0,0,0,0,0,0,5.07,18,71,142,0,0.63,-1,-1,-1,11
Antonijs Černomordijs,25,843696000,1996/09/26,UEFA Nations League,2020/2021,Defender,Latvia,360,180,180,Latvia,4,2,2,1,0,1,0,0,0,0,0,2,1,1,2,1,1,1,0,0.25,0,0.25,0,0.5,360,0.5,180,90,360,0,0.25,87,355,39,2
Antonín Barák,27,786412800,1994/12/03,UEFA Nations League,2020/2021,Midfielder,Czech Republic,2,2,0,Czech Republic,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,42
Antonín Růsek,22,922060800,1999/03/22,UEFA Nations League,2020/2021,Forward,Czech Republic,9,9,0,Czech Republic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,14
Antonio Rüdiger,28,731116800,1993/03/03,UEFA Nations League,2020/2021,Defender,Germany,450,270,180,Germany,5,3,2,0,0,0,1,0,1,0,0,0,0,0,6,4,2,2,0,0.2,0.2,0,0,0,0,1.2,75,90,225,450,0.4,285,92,138,19
Antonio-Mirko Colak,28,748224000,1993/09/17,UEFA Nations League,2020/2021,Forward,Croatia,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Antreas Karo,25,842227200,1996/09/09,UEFA Nations League,2020/2021,Defender,Cyprus,330,180,150,Cyprus,4,2,2,0,0,0,0,0,0,0,0,1,0,1,5,3,2,1,0,0,0,0,0,0,0,1.36,66,83,330,0,0.27,252,129,155,27
Araz Abdullayev,29,703555200,1992/04/18,UEFA Nations League,2020/2021,Midfielder,Azerbaijan,39,13,26,Azerbaijan,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,19
Arber Zeneli,26,793670400,1995/02/25,UEFA Nations League,2020/2021,Forward,Kosovo,222,132,90,Kosovo,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1.62,56,74,0,0,0,-1,-1,-1,19
